uniqueID,drugName,condition,review,rating,date,usefulCount
180444,Diclofenac,Osteoarthritis,"""I applied it to my knees this afternoon and was AMAZED, no more pain. I read the label and then used it. I should have looked further (http://www.drugs.com/cdi/voltaren-gel-gel.html). The maker (Novartis) issued a warning letter in December, noting problems. Looks like I&#039;ll still be getting my Hyalgen shot on Friday. I will follow up with my Doc(I used a free-sample) and go from there.  I have liver tests every 6 months due to blood pressure medicines and the beer I drink too much of. I hope I will be able take this medicine safely: it sure does work.""",10,3-Feb-10,24
69147,Celebrex,Rheumatoid Arthritis,"""Works fantastic, a wonder drug...except for a flushed face for about twenty minutes. I had excruciating hip pain, nothing worked except Tylenol and Motrin in huge doses. One 200 mg dose of celebrex reduced 90% of my pain and allowed greater range of motion. I&#039;m truly amazed. I have been using this two days. 50 yrs old and had a very physical life, this seems to be my path back to full physical activity.""",9,21-Jun-17,15
230324,Meloxicam,Osteoarthritis,"""I am 46 years old and have been battling arthritis for years. Both knees, left foot and right elbow. After I started taking Meloxicam (1 year now), I noticed a difference. In the past year I went back to playing flag football, ping pong and softball. I recently stopped taking Meloxicam just to see what would happen. I noticed that right knee started to swell the day after I played flag football. My time frame was one week off the medication to back on it. I have played  over 30 games of flag football and countless games of pong without any pain as well as no elbow pain playing softball on Meloxicam. I strongly suggest that you drink liquids and have a bite of food while taking this medicine. I do and have no side effects. Thanks""",10,11-Feb-14,68
182654,Cymbalta,Back Pain,"""I used this medication for 3 weeks. It worked so good for my back pain and my anxiety. I was so happy I was finally found something that would help me, get off my pain meds. One day I woke up with chest pains. I thought nothing of it. I went to work and it got worse and My blood pressure was 197/110. I left work, went straight to the ER. We found out this medication side effect was raise blood pressure. I am a healthy 120lb 38yr women. I&#039;m doing much better now. BP is back to normal, but I have pain. Now I&#039;m trying something new with back doctor. I hate pain meds. I been on and off for 5 years. I have herniated disc and bulging and anxiety due to a car accident. I had some signs of chest pain before. So don&#039;t ignore it.""",10,12-Oct-17,7
87514,Naproxen,Back Pain,"""I had been suffering with sciatica for a number of years, when it suddenly worsened.  I started getting shooting pains and severe weakness in both of my legs.  After one dose of 500mg I was able to sit comfortably and walk without the worry of one of my legs giving out from under me""",9,30-Dec-15,39
91941,Lyrica,Neuropathic Pain,"""I&#039;ve been taking lyrica for almost 2 years, I was prescribed gabapentin to begin with, and they kept increasing the dosage,  until I was almost on the max dose of 3200mg, and my pain management dr prescribed me lyrica 100mg x 3 daily and it works for the most part. I don&#039;t have the side effects from it that most have, and it works to control the pain, although I do have neuropathy flare ups from time to time. I&#039;m taking it as a result of neuropathy from spinal chord injury. and my insurance pays for it so no out of pocket costs. I recommend this to people who have nerve pain.""",9,14-Aug-15,41
113640,Acetaminophen / butalbital / caffeine,Headache,"""Works great but it does make me sleepy at first. I have found that I only have to take it once and my headache is gone for the rest of the day!""",10,15-Jun-09,12
205244,Acetaminophen / aspirin / caffeine,Migraine,"""This drug has honestly changed my life. I have been suffering from migraines since I was 9 years old and nothing helped. I tried everything. Advil, aleve, tylonel, weed, basically every drug in the book as well as napping. At best, it would relieve some of the pain temporarily but nothing cured it. I would have migraines for days at a time completely debilitating my life. A few months ago, I was lucky enough to discover migraine excederin and it is absolutely outstanding. No matter how severe the migraine, it has never failed to cure it completely and quickly (I always feel better within about 20 minutes). Migraines no longer have an impact on my life because of this stuff. It also instantly cures my hangovers. I only have to take 2.""",10,6-Mar-16,7
113563,Acetaminophen / butalbital / caffeine,Headache,"""The Dr. prescribed this to me yesterday. I had a migraine for 3 days straight. I was desperate for relief. I get them often and really hoped to find something for once that would help me. This medicine completely took my migraine away within 20 minutes and no tension in my neck or head! I slept so great that I was ready to get up this morning before 6 which is very unusual for me because I haven&#039;t been sleeping well. I am so thankful!""",10,5-Nov-16,12
177756,Duloxetine,Chronic Pain,"""Cymbalta has helped enough for me to justify taking it for both chronic pain and dysthymia but do not stop it suddenly!  I ran into a doctor vs Insurance problem and went cold turkey for a week and thought I would die.  Wean very slowly. If you stop this medicine or stop down to a SSRI then eliminate that.  It was the most horrible thing I had ever experienced.  It has helped me though.""",7,12-Oct-14,90
40929,Acetaminophen / oxycodone,Chronic Pain,"""Very effective for severe Rheumatoid Arthritis pain.""",10,22-Jun-16,25
164627,Diclofenac,Back Pain,"""I had severe upper back pain. I took this tab, one a day for a week. I would&#039;nt say it&#039;s works great but it surely makes your pain bearable!!.""",8,10-Dec-09,21
177411,Duloxetine,Back Pain,"""My grandmother was suffering from back pain from many years. One of my colleague suggest to take the treatment from Delhi Pain Management Center. After that, we visited over there. The back pain specialist treat her very carefully. Within 10-15 days  my grandmother get rid of pain.""",9,17-Jun-16,5
182788,Cymbalta,Chronic Pain,"""This works incredibly well for my nerve pain.""",9,28-Sep-16,44
205142,Acetaminophen / aspirin / caffeine,Migraine,"""My husband and I both use it. He gets migraines frequently and this is the only thing we&#039;ve found (including prescription medicines) that is effective for him. I use it now when I get headaches, usually only 1 pill. It works for me every time also.  """,10,27-Nov-11,18
230191,Meloxicam,Osteoarthritis,"""Refilled my prescription two weeks ago after not taking the medication for a few months. It definitely helps with arthritis and back pain but this time I&#039;ve gained 6lbs instantly. Didn&#039;t change anything in my diet and increased my exercise. Stomach boating is terrible. Be cautious when taking this medicine. Will be using this sparingly and only if needed.""",5,14-Jan-17,42
164360,Diclofenac,Osteoarthritis,"""38yo female, suffered severe neck pain for about 5 years with no success in any type of treatment (massage, spinal reflex, nerve pain specialists etc.). I have spent a small fortune on my neck pain. I have finally self-diagnosed as osteoarthritis after feeling sand-like grit in my neck and a few internet searches. Thought I would try voltaren and magic. Only need to take 50mg once per day and no neck pain. Highly recommend.""",10,30-Mar-16,48
113677,Acetaminophen / butalbital / caffeine,Headache,"""I&#039;ve learned to &#039;live&#039; with headaches; often lasting up to four days or more. I was prescribed Fioricet about two years ago and I find it to be a relief not to have to &#039;live&#039; with a headache for days anymore. I&#039;m careful about using it and often as a last resort after trying Advil and the like. Therefore I don&#039;t find it habit forming for me. It is an absolute relief drug.""",9,17-Jul-08,63
72074,Tramadol,Chronic Pain,"""I have been taking all brands of tramadol over the past 16 months and overall my experience has been positive. I have gallstones and suffer from acute cholecystitis often. I manage my pain with tramadol and dietary plan. The only bad side is tolerance builds quickly and withdrawal can get nasty after a few days.""",8,4-Apr-15,21
173515,Acetaminophen / phenylephrine,Headache,"""This is the only medicine over the counter or prescribed by my doctor that clears up my sinus headache without making me drowsy. Usually within 15 minutes there is relief.""",10,11-Jun-12,10
19151,Pregabalin,Neuropathic Pain,"""Lyrica is one of the first meds I was put on. I am after 14 years of experience taking and experiencing the withdrawals of the Lyrica when I didn&#039;t have the money to buy it and couldn&#039;t get it free because I was on Medicare.The meds work great with other meds""",7,4-May-17,15
171798,Meloxicam,Osteoarthritis,"""I have arthritis in feet, right knee, both hands, and right elbow. When both Vioxx and Bextra were taken off the market I had to turn to Vicodin to relieve pain, but was so afraid of addiction I did not take it very often. Then doctor tried me on Meloxicam. It&#039;s much easier to function, does a great job on the swelling, and an adequate job on the pain for the most part. No side effects, and still not as good as Vioxx, but it&#039;s better than over the counter, and better than an opiate.""",8,21-May-12,93
189276,Oxycodone,Chronic Pain,"""I had a cervical fusion at level C5/C6 in 2002. I am in 100X more pain AFTER the surgery than before. Suffer severe chronic pain! After injections and many pain meds, ALL of which I suffered severe side effects, was finally given OxyContin X 2 daily and Oxycodone for breakthrough pain. I still suffer pain daily. However, these are the only meds my system can tolerate -or else I&#039;d be bedridden. """,10,23-Jul-13,18
87741,Naproxen,Osteoarthritis,"""I took Naproxen for eight months before my doctor associated it with the severe side effect of my throat swelling and the feeling of something stuck in my throat, stomach bleeding and neck pain and enduring an oesophagoscopy.""",3,17-Jun-09,26
203452,Indomethacin,Cluster Headaches,"""I&#039;ve been taking indomethacin at the onset of headache along with twice a day doses of Topamax. The combination works well to control my cluster headaches and I only have them about every other month now.""",9,13-Feb-13,7
164493,Diclofenac,Osteoarthritis,"""1 pill twice a day. Voltaren effective until it caused server swelling of my entire legs and hands. The increased edema put pressure on my bursa in both hips and on the nerves leaving my groin and going into my legs. All of this pressure caused electrical shocks in my thighs. I took a diurectic but it didn&#039;t remove the fluid from my thighs.""",9,2-Nov-13,37
164482,Diclofenac,Back Pain,"""I have degenerative disc disease and foraminal stenosis and am in chronic pain. I&#039;ve tried all sorts of pain relievers from the weakest all the way up to fentanyl. 
The other day I was in incredible pain and someone gave me a 75mg diclofenac. I researched it and reviews were very positive, so I tried it. Amazingly, it worked great and very fast. """,9,9-Feb-14,47
171832,Meloxicam,Osteoarthritis,"""I am 33 years old and have had debilitating lower back pain for over 5 years. Some days I cannot walk. One week ago my Dr started me on Mobic and I can not believe the immediate relief. I have not had this little pain in years..I&#039;m so excited. I&#039;m very saddened to see the long term down falls. I&#039;m so glad to have it though. Wish I had it years ago.""",10,14-Mar-13,148
91829,Lyrica,Neuropathic Pain,"""Was put on Lyrica for recurring hip pain (&amp; lower back pain). By one month I was on 2x75mg morning &amp; night. Greatly reduced the pain, but I felt like I was constantly forgetful &amp; would have brain fogs constantly. Have gained just a little weight, but can&#039;t do much with my hip anyway. The one thing that has made my Dr decrease the dose back to one a night very quickly, was I became depressive. Unfortunately, would prefer to deal with the pain &amp; find something else, than feel that way. 
It is effective for pain relief (I found), but unfortunately I suffered some of the bad side effects.""",5,18-Dec-16,30
50020,Gabapentin,Migraine,"""I&#039;m actually a chronic cluster headache patient for over 30 years. Started when I got sober in 82. Cleveland Clinic finally figured out what the problem was. Now for about 10 years I&#039;ve been on the Gabapentin as part of my medical cocktail. We just had to increase the dosage today from 600 to 900 as the clusters were back on a nightly alarm clock basis. Well, tonight I have been headache free and hoping this increase will do the trick. Has worked before but maybe just time for increase in my dosage. Prayers please. These clusters are no fun. Thanks and good luck to all headache patients.""",10,1-Sep-15,46
112222,Gabapentin,Neuropathic Pain,"""Side affects clumsiness &amp; unsteadiness,  drowsiness &amp; fatigue. But overall they are manageable when you consider the relief from the nerve pain this med provides.""",8,6-Apr-17,11
177527,Duloxetine,Back Pain,"""After taking 30mg per day for ten days, my severe back pain is almost gone. I increased to 60mg to further eliminate morning and evening pain. This has greatly improved my life.""",8,14-Jan-16,29
19334,Pregabalin,Neuropathic Pain,"""I have a spine injury L5-S1 area for first 6 months I was on every anti-inflammatory and made me sick.
In addition, I was on heavy dose of Tramadol with no effect on pain what so ever and just made me high, then Percocet and it only made me high and very addictive.
Then I read about Lyrica, talked to my Doctor got some and stopped my flair-ups.
It saved me.
Lyrica cut my pain by about 40% and stopped my flair-ups by about 80%.
It kind of acts like an anti-depressant for me and makes me a bit hyper-(Good thing)
But kills my sex drive and I stopped it for a week, it was hard on me and pain and flair-ups came back.
I built a fast resistance to Lyrica fast, I went from 100mg to now 600 mg.
Gave me back my hunger and I&#039;m gaining weight-(good thing)
You have to realize nothing but hard work and Meds will cut your pain down, nothing will cut your pain 100%
I know its depressing, we all just want our Doctor to put their hand on our injury and be healed.
You have to try some home to exercise, eat well and seek mental help along with Pain meds and help from you doctor.
Chronic pain, you need mental and physical help and most of all its you that has to push yourself to recover.""",7,12-Dec-15,73
57893,Acetaminophen / hydrocodone,Rheumatoid Arthritis,"""I&#039;ve had back pain for years. Then I started getting really bad pain in my knee and found out I have Rheumatoid Arthritis and Osteoarthritis and I&#039;m only 28 yrs old. I have been on Lortab 10/500 for 6 yrs. Then started going to a pain specialist and I&#039;m now on Tramadol ER 300mg 1x a day and Norco 10/325 4-6x a day and it works miracles. I also take the muscle relaxer, Flexeril and it helps very well too. I still have pain but I always will for the rest of my life because of my arthritis. But these medicines makes life much better.""",10,30-May-12,108
164512,Diclofenac,Sciatica,"""This medicine works pretty well, but in gel form it is messy and takes a long time to dry. """,6,26-Jun-12,31
180372,Diclofenac,Osteoarthritis,"""I&#039;m basically a very hard sell when it comes to taking ANY medicines, but pain is a great motivator. Oral NSAIDs have given me some minor distress in the past. A friend turned me on to Voltaren Gel . I used it on my knees, neck, and lower back. This is as close to a miracle as I have experienced in my 50  years of arthritis producing activities.

The best part is that dosing is applied directly and only to the problem areas so consequently much less ends up in your system overall than if taken orally.

Win. Win.""",10,18-Apr-12,125
113755,Acetaminophen / butalbital / caffeine,Headache,"""I developed a tumor 6 yrs ago because of a temporary lack of oxygen and since then I have suffered severe, debilitating migraines that last for days. I&#039;ve been through several neurologists trying to get help and have been on very strong medications that mess with my brain chemistry to little alleviating effect. The neurologist I currently have began giving me nerve block injections in nerve bundles near the base of my skull every few months. They are very painful &amp; only last about 8 weeks, sometimes longer if I&#039;m lucky. During my last round he gave me Fioricet to try to prolong the time between shots. I have to say it works wonders. I only take 1 and can actually function. If it returns I simply take another! That&#039;s all I need for weeks, at times.""",10,19-Mar-13,54
48011,Naproxen / sumatriptan,Migraine,"""I had a choice of going to the ER or taking the pill. I took the pill and 30 minutess later the pain was gone. Then came the side effects, weak, pressure in the shoulders, speech and memory were difficult and little pressure in the chest. All were gone in less than an hour. I was so happy with the results. Living without migraines is priceless to me.""",8,7-Mar-09,11
57644,Acetaminophen / hydrocodone,Back Pain,"""I Stay in servere pain,in my lower back,and knee,The only thing that helps my pain,is Lortab,,Im disabled and can not enjoy my life,,With other health problems,,But Life goes on,And I been taking it for a long time..But like I said it does help my pain..""",8,23-Feb-16,25
164427,Diclofenac,Osteoarthritis,"""I have had severe to moderate knee and ankle pain from Osteoarthritis and was taking two 50 mgs of tramadol a day to get through the day at work. Then a co-worker told me about diclofenac   and how it was a wonder drug for him so I asked my doctor to let me try the drug. I have taken other anti inflamitories before but they didn&#039;t seem to help but this drug has been fantastic. I have been able to work out again and it has really reduced the amount of knee and ankle pain I get. I take two 75 mgs tablets a day and have not had any side effects and I have been taking it for about 3 months. I would recommend this drug to anyone who has arthritis pain""",10,20-Jul-15,40
113558,Acetaminophen / butalbital / caffeine,Headache,"""They are great for headaches which is why I am prescribed them,  and I also take mine for menstrual cramps and they work wonders""",9,31-Jan-17,10
113622,Acetaminophen / butalbital / caffeine,Headache,"""I have gone through more medicines than I can count, looking for something that helps with my debilitating migraines. Recently my doctor prescribed Fioricet. What a relief to finally find something that works! The trick is to take the medication as soon as possible. If you wait until the migraine has gotten too far it does not help much.""",10,30-Jun-10,11
71985,Tramadol,Chronic Pain,"""It works. I have back pain needing surgery, and have had 7 stomach surgeries. IT WORKS! No side effects, lasts about 5 hours. No complaints.""",9,6-Aug-15,22
69202,Celebrex,Osteoarthritis,"""I am 59 year old female. I have sport related injuries and have been suffering arthritis pain in both knees and hip for several years. Tried not to take medication all my life. Do not drink alcohol, tried chiropractic, tried massage therapy, do yoga regularly. But the pain was taking away my ability to enjoy life constant pain is a terrible thing. I have been taking Celebrex for approximately 1 week. I am sleeping better moving better and the pain has been reduced by at least 50%. Hoping to get my active life back. FINGERS CROSSED. Good Luck to fellow pain suffers this is definitely worth trying. Work with it. Don&#039;t drink alcohol. Eat something when you take it. I am on 2x200mg and will try to get that down to 1x. I tried 1x at first   No Joy.""",8,10-Mar-14,90
183479,Cymbalta,Osteoarthritis,"""I had terrible back pain and leg pain. Walking was getting very difficult even for short distances. The effect of Cymbalta was almost amazing. Within a week my pain had diminished to such a degree I felt almost normal. My pain was so bad I used to cry almost every night. I am just hoping this medicine keeps working for me.""",10,5-Jun-11,109
87796,Naproxen,Muscle Pain,"""I have taken l x Aleve 500 every morning for about 2 years and have found it is the only medication that completely relieves my pain. My only concern is the side effects and I don&#039;t know how long I can stay on this medication. As of yet I far as I know I have not had any side effect. I am 84 years of age. 

jslampo@msn.com""",10,15-May-09,26
50695,Gabapentin,Migraine,"""After trying many other traditional migraine medications, finally Neurontin converted my almost daily headaches to one every 10 days or so.  I am able to treat these breakthrough migraines with Migranal.  I have a life!""",9,5-Nov-09,46
40984,Acetaminophen / oxycodone,Chronic Pain,"""PERFECT FOR ME!

Suffering from CHRONIC ENDOMETRIOSIS PAIN since I was 13. I am 30 now. I&#039;ve been prescribed MANY diff narcotics for it, but ONLY in short-term &quot;bursts&quot;; After surgery, in the ER, etc. It&#039;s common, because Endo is misunderstood &amp; most docs don&#039;t believe the DAILY PAIN!

After my 7th surgery for Endo, in May, my new GYN kept me on 5mg Norco 3 x daily. I got some relief, but not enough. I lost my job from missing too much still. 

In Aug, I started Chronic Pain Mgmt. My GYN found one doc who is OK w/ Endo patients - RARE! Given 10mg (generic) PERCOCET 4 x daily; STRICT ROUTINE!  

FINALLY, I HAVE MOSTLY GOOD DAYS! I am comfortable looking for a new job now, because my pain is minimal. No more &quot;Pain absences&quot;!""",9,30-Nov-16,17
230213,Meloxicam,Rheumatoid Arthritis,"""Developed a significant limp from severe arthritic pain in right foot.  Since taking mobic for 2 weeks the pain has virtually disappeared.   I have my life back.""",10,13-Apr-16,42
113555,Acetaminophen / butalbital / caffeine,Headache,"""I got this prescribed by the ER after dealing with severe migraines.
Took it for the first time today after trying everything else and no relief in sight, within 30 minutes my headache was gone, I did notice a slight lightheaded feeling in the beginning but it soon passed and I finished out the rest of my day at work like normal.
I&#039;m definitely a fan!""",10,11-Apr-17,7
177395,Duloxetine,Chronic Pain,"""I was started on Cymbalta for pain at 30 mg per day the first month.  I experienced mild disruption of sleep for a few nights, but no other side effects.  My pain was initially reduced by 70% but began to wear off by evening.  Second month my dose was upped to 60 mg per day, which I take at lunch time.  My neck pain and neuropathy in hands and feet have been reduced by 90% which is like a miracle to me.  I have been able to resume yoga and biking.  Life is very good now.  I was switched to generic Duloxetine with no loss of benefit and no more side effects. I&#039;m one of the lucky ones who does not suffer many side effects from medications.  My sister cannot use this one at all.""",9,9-Sep-16,102
183263,Cymbalta,Chronic Pain,"""Not able to take NSAIDS! Hydrocodone doesn&#039;t work except for high doses that make me dizzy. Cymbalta is working good at one pill a day.""",8,6-Jan-13,54
177809,Duloxetine,Osteoarthritis,"""After a back injury and subsequent surgery I tried several medicines for the lingering nerve pain in my left leg.  Nothing worked without severe side effects until trying Cymbalta.  The first couple of weeks the nausea was almost unbearable but I toughed it out hoping for some relief of the aching in my left leg.  Pain pills had zero effect on the radiating pain so my doctor prescribed Cymbalta.  It did take a couple of weeks to see any relief to my pain.  Although the pain is not totally gone it has gone from a 10  down to a 7 so for me this is a great improvement.""",8,19-Mar-13,62
177602,Duloxetine,Back Pain,"""This drug may have helped in the beginning but trying to get off this stuff is a nightmare. I have been on it for pain for 7 years and it is time to get off. My pain is better managed and so I have tried to wean off. Now I am going to try lowering the dose by emptying half out and taking for a month and then removing 3/4 and see what happens. The muscle cramping is horrendous so no way can I just stop it or stop cold turkey. Tried and not able to do it the cramps are debilitating. I have found that the days I do not take it, my constant itching is gone.....Should be some magic solution. This drug needs to be banned!""",1,30-Aug-15,25
164584,Diclofenac,Back Pain,"""I took this medication for lower back pain. It worked really well. It did slow down my bowel movements, which I prefer. Also, it was an appetite suppressant but it did give me cotton mouth.""",9,19-Dec-10,16
50750,Gabapentin,Migraine,"""I used this last night for migraines. I took two pills and felt like I was drunk, even when I woke up. It knocked me out cold for 10 hours and I still felt like that when I woke up. I have been exhausted all day also. My migraine is gone, but I can barely keep my eyes open. """,9,23-Sep-09,41
163353,Acetaminophen / dichloralphenazone / isometheptene mucate,Headache,"""I have Sporadic Hemiplegic Migraines, and I was prescribed Midrin and Imitrex. Midrin is the only medication I&#039;ve ever had that truly helped the migraines! I don&#039;t know if it was taken off the market and put back on, but I just got my first prescription for it about 2 months ago, and have since refilled it once. So I know it&#039;s available where I am.""",10,6-Aug-13,18
177507,Duloxetine,Osteoarthritis,"""Tried Cymbalta for pain and slight depression.  It helped for maybe 10 months.  Then began experiencing panic attacks, anxiety, mouth sores, racing heart at bedtime, insomnia, and increased pain and cramps in legs.  Took me about 3 months to figure out that the Cymbalta wasn&#039;t working.  I tried increasing from 30 mg to 60 mg and that made it worse.  Have changed meds.  Made the change easily in one week, but I had already gone back to the 30 mg dose.  The anxiety, panic attacks, etc. have stopped.""",1,11-Feb-16,28
71733,Tramadol,Chronic Pain,"""Not great at all for relieving pain, in my  opinion..""",3,23-Jan-17,13
220918,Diclofenac / misoprostol,Osteoarthritis,"""I&#039;m a 40 year old Mom with stage 4 breast cancer with metastasis to bone from head to toe. As you can imagine, I&#039;m in considerable pain all the time. They have kept upping my morphine and although going without the morphine is not an option I am tired of doubling it all the time. I since gone to a pain doctor that prescribed Arthrotec 75 and at last I can go hiking with my kids again. I can go shopping with them and not be exhausted from pain. I am very grateful to Arthrotec 75 because it has given me a piece of my life back. The only side effects I&#039;ve had from it is a little bit of an achy stomach and I&#039;ve been very gassy. Well worth the trade off.""",9,2-Apr-11,63
164561,Diclofenac,Sciatica,"""Miracle medicine!""",10,4-Oct-11,42
71750,Tramadol,Back Pain,"""White oblong marked 377 I found completely ineffective for relief of my back pain where the white oval marked ouyl 101 was very effective in managing my pain I don&#039;t understand how they can call it the same drug I&#039;m no expert here but I would think the potential for catastrophic results exists in such situations""",1,19-Nov-16,19
230370,Meloxicam,Osteoarthritis,"""Put me through more pain than I was in. Sweating, my stomach got tore up, heart burn and I ate a full meal, feel nauseated, bloated. I didn&#039;t realize it but this is the second time I&#039;ve been prescribed this drug by a different doctor and I won&#039;t forget next time. The side effects from this drug are insane and I can&#039;t believe they feed this crap to people. They use this stuff on dogs why are they using it on people? They should stop giving this to animals in my opinion if it causes this much pain.""",1,1-May-15,36
69220,Celebrex,Osteoarthritis,"""This is the only medicine which helps with my osteoarthritis pain.""",8,17-Jan-11,42
177833,Duloxetine,Back Pain,"""I&#039;ve been taking 60mg for 2 years for back pain and anxiety. I&#039;ve been happy with the results for the most part. Recently I visited an ear, nose and throat specialist because my hearing has been a little bad. I found I had sudden hearing loss in my right ear. Well I have prefect hearing in the left. None in the right. The Dr said it was strange. But, as we know they are Dr.&#039;s of medicine for a reason. They believe in it. We&#039;ll I&#039;ve decided to come off and have reduced it to 30 mg. for the last month and that is a tough ordeal. I would say that the result was like a miracle but, I&#039;m afraid that the hearing loss could be related and I&#039;m very concerned. It isn&#039;t easy to quit either.""",8,6-Jun-13,3
112231,Gabapentin,Neuropathic Pain,"""I take gabapentin 800mg 2 tabs three times a day as directed  by my neurologist for my migraines and my messed up nerve issues in neck. It has done wonders for me. Being on this dose I can work at my job and loud noises do not bother me and beaming light does not send me into a migraine attack. This medicine and dose has been helping my nerve pain  in the neck a lot. I give this gabapentin and dose a 5 star my neurologist and family doctor really worked together to help me. People need to stop kicking this medicine and dose - everyone&#039;s responds differently to medicines and doses my doctor and neurologist have been highly praised for not handing out a script for narcotics which I&#039;ve never asked for""",10,31-Mar-17,14
40940,Acetaminophen / oxycodone,Chronic Pain,"""1st time taking them and I have severe RA  for the better half of 60 years and I take 3 a day for as needed. My bones are now deformed and starting the curl up and I&#039;m in constant pain but I try to go as long as I can without needed 2 take any thing but Motrin, but it is very hard to live with this pain, and still have to do your everyday life events. When I have a bad flare up I can&#039;t even walk or use a walker 2 get to the bathroom but anyways I do not think these are as strong as the other brands out there but when you are in the pain like I am most of the time any brand would help and any thing that can take the edge off is enough for me to be thankful. Please people quit abusing your meds and take as required by doc""",7,27-Oct-17,2
72445,Tramadol,Back Pain,"""I have osteoarthritis, bursitis in my shoulder, degenerative discs, and have had surgery for a herniated disc. I have been on hydrocodone and Percocet, but Ultram 100 mg by far does a better job keeping me comfortable and able to function without feeling cloudy.""",9,17-Apr-12,101
177361,Duloxetine,Chronic Pain,"""I have had at least four surgeries for the pain i been having, the last surgeon told me there is nothing she can do for me that I just have chronic pain. I was sent to a chronic pain doctor and they put me on cymbalta, I have been on it for seven months and I&#039;m still in pain. I take 60mg at bed time, i been having mood swings agitated, anxious, etc i dont know if this the medicine i should be taking. I quit my job due to the pain i really need help and don&#039;t know where to turn""",1,19-Nov-16,1
87676,Naproxen,Back Pain,"""Two Aleve a day helped my back pain, but over time it affected my stomach. My gastroenterologist knew immediately what my problem was and I&#039;ve stopped Aleve entirely. I had almost a year of constant nausea and pain until I quit taking Aleve.""",2,30-Oct-11,42
87405,Naproxen,Osteoarthritis,"""This works well on arthritis and gout and I only take when I need it. You can buy this OTC as naproxen it is fairly cheap this way. I always have something in stomach before taking.""",5,22-Sep-17,2
113564,Acetaminophen / butalbital / caffeine,Headache,"""Excellent for Migraines! Tried many other drugs.....none worked as good! Also helps with lethargy, and concentration. I wouldn&#039;t recommend taking this medicine daily. Only as needed.....highly addictive...... And Causes Major Rebound Headaches......Also withdrawal can be severe.""",10,18-Oct-16,8
41098,Acetaminophen / oxycodone,Chronic Pain,"""I have Fibromyalgia and I have taken Oxycodone for when I am having a bad day and my Fibromyalgia flares up. It helps me have a better life, I can get up and move. This medication takes the edge off for me.  It does not take all the pain away which is okay because I just want to be able to function rather than staying in bed or on couch all day unable to get up due to the pain.""",9,17-Sep-13,62
50658,Gabapentin,Migraine,"""I have been suffering from headaches for about 3 yrs now. I started taking gabapentrin, and at first it made me very sleepy, even a bit moody. But now I&#039;m starting to feel a lot better taking them. Another great thing for migraines that will help within 5 minutes is &quot;maxalt&quot;. This medicine is great for really bad migraine headaches.""",7,23-Feb-11,12
182920,Cymbalta,Osteoarthritis,"""Tried Cymbalta for pain and slight depression.  It helped for maybe 10 months.  Then began experiencing panic attacks, anxiety, mouth sores, racing heart at bedtime, insomnia, and increased pain and cramps in legs.  Took me about 3 months to figure out that the Cymbalta wasn&#039;t working.  I tried increasing from 30 mg to 60 mg and that made it worse.  Have changed meds.  Made the change easily in one week, but I had already gone back to the 30 mg dose.  The anxiety, panic attacks, etc. have stopped.""",1,11-Feb-16,28
40976,Acetaminophen / oxycodone,Chronic Pain,"""While pregnant with baby #3, I started having joints pop out of their sockets (I&#039;ve been diagnosed with EDS, but at the time my doctors had no idea what was going on). This caused extreme pain, especially when it was a hip. 
My OB/GYN prescribed Tylox for the pain and it helped a lot. 
After giving birth, I was prescribed Tylox following my c-section and breastfed my baby with no ill effects. 
As for the &quot;it is unknown if this medication passes into breastmilk&quot;...that is completely untrue. Dr. Hale has studied nearly every medication on the market using breastmilk samples (&amp; blood, plasma, etc). For any doctors reading this, or any nursing mothers, I recommend you look up &quot;Medications and Mother&#039;s Milk&quot;.""",9,20-Jan-17,7
183069,Cymbalta,Chronic Pain,"""This works. Gained a lot of weight. Made me sleepy. I took it at night still couldn&#039;t wake up In the morning.  Had mouth sores. Coming off it was miserable to say the least.""",3,4-Mar-15,59
49977,Gabapentin,Neuropathic Pain,"""First off it is really unfair of me to &quot;rate&quot; this medication.  I have just started on it.  Low dose of 100mg 2 times a day and 200mg at bed time.   I have decided to comment is I had a good discussion with my Pharmacist about this prior to taking it. I have mild Cerebral Palsy (have since birth 53 years ago) and various other spine problems.  Most recently and MRI showed that I have bone spurs on my L3, L4 and L5, with the L5 pushing on the nerve.. thus Sciatic pain down my right side... extreme much of the time. My  Pharmacist said not to expect this medication to work over night.  In fact he stated I was on a low dose and it was best to increase it gradually likely 4 months!  I will keep you posted!""",5,22-Feb-16,11
71726,Tramadol,Chronic Pain,"""I have taken Tramadol off and on for more than 12 years.  For me it works, not to mitigate my chronic pain, but to change my attitude about my pain.  I have been on 50 mg x 2 daily - not excessive.  My PC doctor has decided that I&#039;ve had enough, and didn&#039;t refill.  I went for more than a week without recently to prove to myself that there wasn&#039;t a physical dependence.  I had a whole lot of pain, as usual, but my attitude wasn&#039;t terrific about it.  NSAIDS just tear my gut apart after 2.5 days, so I don&#039;t know what to do.  Maybe find a new PCP?  Nobody had a problem prescribing this medication before it became scheduled.""",8,4-Feb-17,34
